listing_url,name,summary,space,description,neighborhood_overview,notes,access,house_rules,property_type,room_type,host_about,host_location,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included
https://www.airbnb.com/rooms/9937836,Quiet and central Castro district,"Open plan apartment with garden in a quiet neighborhood spot 2.5 blocks from the center of the Castro district and main Market St. transportation hub, which gets you downtown in 15 minutes. Quiet yet central.","Open plan kitchen, living and dining room.  House is east/west facing, so there is great natural light in main living/dining/kitchen area all day long.  Serene view of trees and garden.","Open plan apartment with garden in a quiet neighborhood spot 2.5 blocks from the center of the Castro district and main Market St. transportation hub, which gets you downtown in 15 minutes. Quiet yet central. Open plan kitchen, living and dining room.  House is east/west facing, so there is great natural light in main living/dining/kitchen area all day long.  Serene view of trees and garden. If you need anything, just ask.  Owner is very easy to reach. Lively, urban, sunbelt.  The Castro features good bars, dance clubs, cafes, an historic movie house built in 1922, restaurants, yoga studios, a bookstore, boutiques, etc. The famous intersection of 18th and Castro Streets is only 2 blocks away, but the house's setting is quiet and relaxed.   Nearby is the Mission District at Valencia and 18th Streets, the scene for San Francisco’s hipsters. Noe Valley and Dolores Park are in easy walking distance, if you don't mind a few hills.   Bus/transport is a block away. A short walk along Castro S","Lively, urban, sunbelt.  The Castro features good bars, dance clubs, cafes, an historic movie house built in 1922, restaurants, yoga studios, a bookstore, boutiques, etc. The famous intersection of 18th and Castro Streets is only 2 blocks away, but the house's setting is quiet and relaxed.   Nearby is the Mission District at Valencia and 18th Streets, the scene for San Francisco’s hipsters. Noe Valley and Dolores Park are in easy walking distance, if you don't mind a few hills.   Bus/transport is a block away. A short walk along Castro Street to Market Street is the MUNI subway and F Market Trolley, with stops at BART, Powell Street, Civic Center, Union Square, the Financial District, the Embarcadero, the Ballpark, Mission Bay and Fisherman’s Wharf, etc.  MUNI can get you downtown in 15 minutes. There are also primary and secondary schools close by, Harvey Milk Civil Rights Academy and Mission High being two of many.  Go to SFUSD for more information.","""We are an Equal Opportunity Housing Provider and follow all fair housing laws.  For more information on fair housing laws, contact Housing Equality Law Project (HELP) at (Website hidden by Airbnb)",,This is not a party spot.  We want to respect our neighbors.  :),Apartment,Entire home/apt,,"San Francisco, California, United States",Castro/Upper Market,5,1.5,2.0,3.0,Real Bed,"{""Cable TV"",Wifi,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron}",,$168.00 ,,,$100.00 ,$150.00 ,5
https://www.airbnb.com/rooms/830997,Luxury Furnished Studio - VIEW!!!,"Beautiful luxury apartment with gorgeous view of San Francisco Bay and Market st light. Centric to everything San Francisco has to offer - restaurants, bars, touristic spot, (website hidden). Apartment has luxury comfy couch, soft comfy queen bed, dishwasher.","I have this beautiful spacious fully furnished apartment with spectacular view of bay water and San Francisco downtown city for rent when I go for vacation. The best view of San Francisco and very central to the city.  unique about the apartment: STUNNING VIEW, LOCATION, LUXURY, AMENITIES Please feel free to contact with any question or query you might have. BUILDING: its a high rise 29th floor apartment complex with 3 elevators, 24 hour lobby and security personal. Very safe environment with walk score of 97 THE APARTMENT: The apartment comes with a SPECTACULAR VIEW of the bay and the city. The space is kept clean and comfortable at all times. The studio is very spacious and comes furnished. Apartment has queen size bed with luxurious memory form mattress, pillow top, dining table and four chairs, office chair. Apartment has brand new leather comfy couches set. Kitchen has all the necessities; Electric Burner, refrigerator, microwave, dishwasher and the other cooking utensils. There i","Beautiful luxury apartment with gorgeous view of San Francisco Bay and Market st light. Centric to everything San Francisco has to offer - restaurants, bars, touristic spot, (website hidden). Apartment has luxury comfy couch, soft comfy queen bed, dishwasher. I have this beautiful spacious fully furnished apartment with spectacular view of bay water and San Francisco downtown city for rent when I go for vacation. The best view of San Francisco and very central to the city.  unique about the apartment: STUNNING VIEW, LOCATION, LUXURY, AMENITIES Please feel free to contact with any question or query you might have. BUILDING: its a high rise 29th floor apartment complex with 3 elevators, 24 hour lobby and security personal. Very safe environment with walk score of 97 THE APARTMENT: The apartment comes with a SPECTACULAR VIEW of the bay and the city. The space is kept clean and comfortable at all times. The studio is very spacious and comes furnished. Apartment has queen size bed with luxu","Restaurant,park, walking, bars, touristic spots",,"Everything the apartment has to offer including dishwasher, high speed internet, Laundry, Gym, starbucks.",Keep the apartment clean and take care of the furniture. Enjoy the view of San Francisco.,Apartment,Entire home/apt,"I like to travel to different destination and enjoy learning about different culture. I like to live in a cozy house and so my studio. The view from my apartment is stunning and I enjoy every moment of it. Please feel free to contact me with any question about the apartment, pricing or any general question of visit to San Francisco","San Francisco, California, United States",South of Market,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",,$200.00 ,,,$100.00 ,$200.00 ,2
https://www.airbnb.com/rooms/39225180,Bedroom Balcony w/Panoramic Ocean Views + GG Park,"In the heart of San Francisco with the city's best, but feels like a faraway beach vacation! 3 min drive to Ocean Beach or Golden Gate Park. Enjoy your private bedroom with a balcony and ocean views from your queen size bed. Reliable street parking available. This dream home is drenched in sunlight and provides a quiet place to sleep. The sweeping panoramic ocean views are stunning. The street is silent, neighborhood lively. The home a tastefully decorated and a truly comfortable sanctuary.",,"In the heart of San Francisco with the city's best, but feels like a faraway beach vacation! 3 min drive to Ocean Beach or Golden Gate Park. Enjoy your private bedroom with a balcony and ocean views from your queen size bed. Reliable street parking available. This dream home is drenched in sunlight and provides a quiet place to sleep. The sweeping panoramic ocean views are stunning. The street is silent, neighborhood lively. The home a tastefully decorated and a truly comfortable sanctuary.",,,,No additional guests beyond those that you are booking.,House,Private room,A writer with a love of people and travel.,"San Francisco, California, United States",Outer Sunset,2,2.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",Beachfront}",,$100.00 ,,,$0.00 ,$135.00 ,1
https://www.airbnb.com/rooms/26335029,w#E706 - Beautiful Private Room in Startup House,"Are you a bootstrapping founder or a techie lacking a private room budget in this crazy-expensive city? Then share a room with your peers or with some other people with the same mindset. Enjoy the community and a friendly, safe, and welcoming environment without breaking your piggy bank. The ideal landing pad for entrepreneurs and other builders/hustlers in San Francisco!  For more information about our houses feel free to check:  (Website hidden by Airbnb)","Our space is designed as a landing pad for entrepreneurs, designers, engineers, innovators, and other creative minds from the broader startup community. We offer a great community and a space that allows our members to live in the exciting, friendly, clean, and safe environment they deserve.  A quick fyi: just like an Hotel, when you book with us, you don't chose a specific room. We have several categories depending on how many beds the room has, it's square footage, and the size of the bed. Each listing in our Airbnb account show pictures of a room category example, and this is exactly what you chose: a room category (not the exact room you will stay in). However, even if you don't get the exact room you saw on the pictures, we guarantee it will be a room with the same square footage, the same furniture, and same natural light! ;)","Are you a bootstrapping founder or a techie lacking a private room budget in this crazy-expensive city? Then share a room with your peers or with some other people with the same mindset. Enjoy the community and a friendly, safe, and welcoming environment without breaking your piggy bank. The ideal landing pad for entrepreneurs and other builders/hustlers in San Francisco!  For more information about our houses feel free to check:  (Website hidden by Airbnb)  Our space is designed as a landing pad for entrepreneurs, designers, engineers, innovators, and other creative minds from the broader startup community. We offer a great community and a space that allows our members to live in the exciting, friendly, clean, and safe environment they deserve.  A quick fyi: just like an Hotel, when you book with us, you don't chose a specific room. We have several categories depending on how many beds the room has, it's square footage, and the size of the bed. Each listing in our Airbnb account show ","The neighborhood is called Nob Hill. You’ll be right around the corner from shops, coffee houses, restaurants, bars on Polk street, and grocery stores including Trader Joe’s and Whole Foods. Take a jog down to China town, or a walk over to Fisherman’s Wharf. A 15 minute bike ride puts you right in the Financial District for an easy commute to and from work. We love the Contraband coffee bar just 2 blocks over for a great atmosphere to work and sip your favorite pour over brew. Everything you need is easy to get to!","With over 60 rooms in the San Francisco Bay area, our ""Ben|n|Build Community"" is large enough in size and diversity for us to organize monthly events. All our members are invited to attend, mingle and expand their network - while enjoying refreshments and food.",All guests enjoy full access to the kitchen and living room a.k.a. Communal Spaces. In addition we have a small library and a washer and dryer for complimentary use. All bathrooms are newly remodeled.,Have a look at our House Rules and Community Guidelines: (Website hidden by Airbnb),Apartment,Private room,"Welcome to HacknSleep! Hacknsleep provides a landing pad for entrepreneurs, designers, coders, engineers and other innovators and builders from the broader startup community.

When staying with us, you'll meet like-minded individuals with a culture of pragmatic cooperation and collaboration. We are more than just about housing. We care, build trusted relationships, and support each other in achieving our goals and startup visions. 

We offer private and shared bedrooms that allow even bootstrapping founders to live in a great neighborhood and the friendly, clean, convenient, and safe place they deserve. 

We partner with startup accelerators, bootcamps, coding academies, and co-working spaces and prefer recruiting our residents through peer-recommendations and our networks. So please let us know how you have heard from us.

I am also an entrepreneur and builder who now runs an international startup accelerator out of Palo Alto, SF, and NYC. When I bring founders from abroad, one of the hardest challenges for them is to find appropriate housing. That's why I stepped up and created Bed|n|Build.

We love social, easy going, and low maintenance folks. After all, it's a co-living place with diverse people from the different corners of this world. Nerdy - sure. Geeky - also welcome. 

Don't reach out if others have described you as picky, high maintenance, or a drama king or queen. Also, do not contact us if you are not interested in getting to know the other builders sharing the house or joining the Happy Hours that we organize for the community occasionally.",US,Nob Hill,2,5.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Wide doorway to guest bathroom"",""Wide entryway"",""Paid parking on premises""}",,$200.00 ,,,$500.00 ,$100.00 ,1
https://www.airbnb.com/rooms/28027982,15 min Walk Downtown SF Private Room NON-MASTER 2,"My place is a cozy/small but modern 3 bd/1.5 bath unit in the UNION SQUARE/CHINATOWN/NOB HILL area and 5-10 min walking distance to Downtown San Francisco, Financial District, North Beach, Russian Hill, etc.   This room is one of the two Non-Master rooms. This room is tucked away from street noise and closest to the bathroom. Greatest perks: location for its walkability to everywhere, cheap & close building coin laundry ($1.50/load), 1 min ubers. 3 people max in entire apt. Super fast wifi.","Greatest apartment perks: location, cheap coin laundry ($1.50/load) in the building literally right across the door, communal bathrooms on floors 2-4 (we're street level) in case of emergencies. The bedroom is furnished with: -Queen sized bed + bookshelves + comforter + sheets + pillow cases -Dresser -Nightstand We have SUPER FAST gamer quality wifi.  <5 min walk to Chinatown, Nob Hill, Union Square! 5-10 min WALK to Downtown SF, Financial District, North Beach, Embarcadero, Russian Hill","My place is a cozy/small but modern 3 bd/1.5 bath unit in the UNION SQUARE/CHINATOWN/NOB HILL area and 5-10 min walking distance to Downtown San Francisco, Financial District, North Beach, Russian Hill, etc.   This room is one of the two Non-Master rooms. This room is tucked away from street noise and closest to the bathroom. Greatest perks: location for its walkability to everywhere, cheap & close building coin laundry ($1.50/load), 1 min ubers. 3 people max in entire apt. Super fast wifi. Greatest apartment perks: location, cheap coin laundry ($1.50/load) in the building literally right across the door, communal bathrooms on floors 2-4 (we're street level) in case of emergencies. The bedroom is furnished with: -Queen sized bed + bookshelves + comforter + sheets + pillow cases -Dresser -Nightstand We have SUPER FAST gamer quality wifi.  <5 min walk to Chinatown, Nob Hill, Union Square! 5-10 min WALK to Downtown SF, Financial District, North Beach, Embarcadero, Russian Hill",,,,,Apartment,Private room,"Entrepreneur, Ironman, Stanford University Graduate, & Generally Hyper Korean American Chick

Paraguay (born) -> ATL -> SF Bay Area (college) -> LA (work) -> DC (several months) -> ATL (company stuff) -> SF Bay Area -> NYC & SF (bicoastal)

You can simply search for a ""Anna Cho Stanford"" in linkedin or (Hidden by Airbnb) (I'm not super into social media but I'm there).","San Francisco, California, United States",Chinatown,1,1.5,1.0,1.0,Real Bed,"{Wifi,Kitchen,Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water""}",,$52.00 ,,,$0.00 ,$150.00 ,1
https://www.airbnb.com/rooms/15222045,Modern Master Suite/Private Bath. Work Desk. SOMA.,"Welcome to a quiet neighborhood in SoMa! A clean, master bed with connected private bath await you! Herman Miller work space along with all new mattress and furniture! - Close to Airbnb HQ, Oracle Park, FiDi, Moscone,  Mission Bay - Short walk to Caltrain/Muni - Walking distance to grocery stores, banks, restaurants, cafes and bars","Perfect for working or resting after a long day! Queen bed, 55-inch TV with Netflix/Amazon/Hulu, fast internet, work space in modern private bedroom and attached bathroom. Bathroom amenities provided. New mattress, furniture and flooring. Shoes off inside, please.","Welcome to a quiet neighborhood in SoMa! A clean, master bed with connected private bath await you! Herman Miller work space along with all new mattress and furniture! - Close to Airbnb HQ, Oracle Park, FiDi, Moscone,  Mission Bay - Short walk to Caltrain/Muni - Walking distance to grocery stores, banks, restaurants, cafes and bars Perfect for working or resting after a long day! Queen bed, 55-inch TV with Netflix/Amazon/Hulu, fast internet, work space in modern private bedroom and attached bathroom. Bathroom amenities provided. New mattress, furniture and flooring. Shoes off inside, please. Espresso coffee, tea and filtered water in the kitchen. Washer/dryer. Shared access to living room and dining room. Some kitchen cooking (please inquire beforehand). Up to you, as much or as little as you'd like! Quiet street close to Muni/Caltrain and Oracle Park. Walking distance to coffee shops, grocery stores, food trucks, restaurants and bars. Fast Uber/Lyft pickups in the neighborhood - usual","Quiet street close to Muni/Caltrain and Oracle Park. Walking distance to coffee shops, grocery stores, food trucks, restaurants and bars.",There is an interior camera facing the entryway and dining room. Nothing will be permanently recorded unless there is a security incident.,"Espresso coffee, tea and filtered water in the kitchen. Washer/dryer. Shared access to living room and dining room. Some kitchen cooking (please inquire beforehand).","- Shoes off inside - After 10PM, quiet hours and no house guests - No commercial use of property, drug use, or unregistered guests / pets - Keys cannot be duplicated, if they are lost, charges will apply",Apartment,Private room,"I've had fantastic experiences as an Airbnb guest all over the world - from Hong Kong to Rome to Napa - and would like to share that as a host in my home city!

Lived and worked in Asia as an expat. Appreciate what it means to live in a culture different than your own. Welcome international guests!","San Francisco, California, United States",South of Market,2,1.5,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$159.00 ,,,$499.00 ,$58.00 ,1
https://www.airbnb.com/rooms/36079270,Spacious Master Bedroom with Attached Bathroom,"Make our newly remodeled home the place to stay for your next visit to San Francisco! Equipped with a full kitchen, private bathroom, and spacious accommodations, our home is perfect for solo adventurers, business travelers, and couples on a romantic getaway.","Guests will have their own bedroom with one queen and one full sized bed, desk, and private bathroom. We provide shampoo, conditioner, body wash, towels, and other bathroom amenities.  The areas that are shared with other guests include the living room and kitchen. The living room has a 65 inch flat screen smart TV, cable, WiFi, and board games.    You may encounter other guests during your stay, as we also have two other rooms listed on Airbnb. The kitchen is equipped with a refrigerator, stove/oven, cookware, cooking supplies,  light snacks and coffee station. Check In: Self check in with keypad","Make our newly remodeled home the place to stay for your next visit to San Francisco! Equipped with a full kitchen, private bathroom, and spacious accommodations, our home is perfect for solo adventurers, business travelers, and couples on a romantic getaway. Guests will have their own bedroom with one queen and one full sized bed, desk, and private bathroom. We provide shampoo, conditioner, body wash, towels, and other bathroom amenities.  The areas that are shared with other guests include the living room and kitchen. The living room has a 65 inch flat screen smart TV, cable, WiFi, and board games.    You may encounter other guests during your stay, as we also have two other rooms listed on Airbnb. The kitchen is equipped with a refrigerator, stove/oven, cookware, cooking supplies,  light snacks and coffee station. Check In: Self check in with keypad We are located in a residential neighborhood conveniently accessible to many modes of public transportation. -A 15 minute drive from SF","We are located in a residential neighborhood conveniently accessible to many modes of public transportation. -A 15 minute drive from SFO Airport. -A 20 minute drive from the downtown area. - A 20 minute drive to the Chase Center, and direct access with public transportation (T- light rail).  - Within biking/walking distance to hiking trails at McLaren Park (San Francisco's second largest park).","Parking is available in the driveway on a first come, first served basis. Street parking is available but limited. If parking accommodations are needed such as for a late check in, please let us know at the time of booking. There are three surveillance cameras in the home. The first is located at the entrance of the home, the second is in the center of the living room, and the third is in the hallway leading to the rooms.",,All guests must remove their shoes upon entry (slippers are provided). Please be respectful to other guests and limit noise after 10PM. Please clean up after yourself and put items back where you found them. Any significant damage or theft will result in a charge to your account.,House,Private room,,US,Visitacion Valley,4,1.0,1.0,2.0,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$130.00 ,,,$0.00 ,$40.00 ,1
https://www.airbnb.com/rooms/7939511,Spacious guestroom w/ en suite,"STR (Phone number hidden by Airbnb) This quiet relaxing room is located on a quiet block in the Northwest section of Bernal Heights. Our home is at the top of a hill and only minutes away from public transportation, bars, and restaurants of the Mission and Bernal Heights.","We live on the North slope of Bernal Heights, which Redfin called the hottest neighborhood in the United States in 2014. Our nice home is on a quiet residential street with great views of the city and easy access to some of San Francisco's best restaurants. The guestroom is furnished with a Tempur-Pedic bed, a nice relaxing chaise, and a cherrywood armoire to store your clothes. The bathroom is stocked with supplies and fresh towels will be provided to you when you arrive. The room is comfortable and well maintained and provides a welcome respite from a busy day of tourism or business meetings.  Our home is a few short blocks from the commercial corridors of Mission Street, Valencia Street, and Cortland Street. All three unique commercial corridors offer a bevy of options for dining, shopping, bar hopping, cafes, and just overall people watching.  Our home is a 5 minute walk to closest Muni stop and a 10 minute walk to BART. We are only 15 minutes from the airport and our home enjoys e","STR (Phone number hidden by Airbnb) This quiet relaxing room is located on a quiet block in the Northwest section of Bernal Heights. Our home is at the top of a hill and only minutes away from public transportation, bars, and restaurants of the Mission and Bernal Heights. We live on the North slope of Bernal Heights, which Redfin called the hottest neighborhood in the United States in (Phone number hidden by Airbnb) Our nice home is on a quiet residential street with great views of the city and easy access to some of San Francisco's best restaurants. The guestroom is furnished with a Tempur-Pedic bed, a nice relaxing chaise, and a cherrywood armoire to store your clothes. The bathroom is stocked with supplies and fresh towels will be provided to you when you arrive. The room is comfortable and well maintained and provides a welcome respite from a busy day of tourism or business meetings.  Our home is a few short blocks from the commercial corridors of Mission Street, Valencia Street, a","Bernal Heights is a wonderful neighborhood. Because of our amazing views and close proximity to the Mission, we think that our little section of Bernal is the best. Once you walk down the hill, you can find almost every type of cuisine from inexpensive burrittos to the best new restaurant in America (Al's Place) according to Bon Appetit. Once you arrive, we look forward to making recommendations to you on the best places to go.","Parking is manageable and there is usually an abundance of parking on the street directly behind our house. However, it can be more challenging find a parking space if you come back late. We live close to the top of a hill so walking back to our home after an evening on Valencia or Mission Street is not for the faint of heart (or out-of-shape). No need to fear, there are plenty of taxis and Ubers to get you around. Our neighborhood is also very child-friendly so you might be surprised by the number of strollers that you pass by.  If you get a chance, take a walk up to the top of Bernal Heights Park, which is only a few steps from our home. You can go for a jog around the hill or just enjoy one of the most scenic views in all of San Francisco.","Guests will have access to our kitchen, dining room, and to our laundry facilities when we are not using them.","We have a 6 year old daughter and both adults work. While we don't have any curfew, we expect our guests to be quiet after 10pm. We don't allow smoking in the house don't want anyone to use drugs on the premises. We also don't allow pets.",House,Private room,,"San Francisco, California, United States",Bernal Heights,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby bath"",""High chair"",""Children’s books and toys"",""Window guards"",""Children’s dinnerware"",""Hot water"",""Extra pillows and blankets"",Refrigerator,Dishwasher,Oven,Stove,""Luggage dropoff allowed"",""No stairs or steps to enter"",""Well-lit path to entrance"",""No stairs or steps to enter""}",,$95.00 ,$675.00 ,,$0.00 ,$70.00 ,2
https://www.airbnb.com/rooms/19808652,inner richmond one bedroom one bath apt.,This unit has a remodeled kitchen  1 bedroom 1 bath.Public trans is excellent and close to (Website hidden by Airbnb) is available.Parking is available with a charge of $300.00 a month.,,This unit has a remodeled kitchen  1 bedroom 1 bath.Public trans is excellent and close to (Website hidden by Airbnb) is available.Parking is available with a charge of $300.00 a month.,,,,,Apartment,Entire home/apt,,US,Inner Richmond,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Paid parking on premises""}",,$90.00 ,,,$0.00 ,$20.00 ,1
https://www.airbnb.com/rooms/22587418,Modern oasis w/ king bed near Golden Gate Park,"Spacious, recently renovated, light-filled oasis in the Richmond neighborhood with stylish and serene design elements. Walking distance from Golden Gate Park, DeYoung Museum, California Academy of Sciences, restaurants, and public transport. Short drive to Golden Gate Bridge, Ocean Beach, Sutro Baths, Cliff House, and Lands End. Enjoy the king size bed, full chef's kitchen, large spa-like walk-in shower, spacious living room with sectional sofa and fireplace, and backyard w/ outdoor fire pit.","Living room has a large sectional sofa, gas fireplace, TV, and piano.  Share a meal at the dining table that seats eight. Kitchen has all the cooking and serving tools you need: Gas stove and oven, cookware, refrigerator and freezer, plateware, silverware, drink ware, coffee maker and electric kettle.  Washer and dryer are at the end of the kitchen. Bedroom has a large comfy king size bed with bed linens, plenty of closet space, a dresser, and luggage racks. The bedroom connects to a small sunroom that looks out to the backyard. Bathroom has a large walk-in shower, towels, storage, and great tile! There is also a half bath with toilet and sink. Backyard (shared with others in the building) has a fire pit, furniture, grill and outdoor sink.","Spacious, recently renovated, light-filled oasis in the Richmond neighborhood with stylish and serene design elements. Walking distance from Golden Gate Park, DeYoung Museum, California Academy of Sciences, restaurants, and public transport. Short drive to Golden Gate Bridge, Ocean Beach, Sutro Baths, Cliff House, and Lands End. Enjoy the king size bed, full chef's kitchen, large spa-like walk-in shower, spacious living room with sectional sofa and fireplace, and backyard w/ outdoor fire pit. Living room has a large sectional sofa, gas fireplace, TV, and piano.  Share a meal at the dining table that seats eight. Kitchen has all the cooking and serving tools you need: Gas stove and oven, cookware, refrigerator and freezer, plateware, silverware, drink ware, coffee maker and electric kettle.  Washer and dryer are at the end of the kitchen. Bedroom has a large comfy king size bed with bed linens, plenty of closet space, a dresser, and luggage racks. The bedroom connects to a small sunroom","The Richmond neighborhood is full of gems like Golden Gate park, restaurants (the go-to neighborhood for dim sum, Korean BBQ, and boba tea), farmers market, views of the Golden Gate Bridge, and quick access to Ocean Beach, Haight Ashbury, and other great San Francisco neighborhoods. The house is walking distance from Golden Gate Park, Outside Lands music festival, DeYoung Museum, California Academy of Sciences, restaurants, cafes (a favorite is Orson's Belly, just 2 blocks away) and public transport. You'll be a short drive away from the Golden Gate Bridge, hiking at Lands End, Ocean Beach, Baker Beach, Sutro Baths, Haight Ashbury, and the Presidio and Sunset neighborhoods.",,,"Quiet hours are from 10:30pm to 7am. Registered guests only. Please refrain from smoking, bringing pets, or having parties or events.",Condominium,Entire home/apt,"I've called the Bay Area and San Francisco home for 15 years and love to share everything it has to offer with others.  I can't go a day without breakfast, the last great book I read was Little Fires Everywhere, and you'll more likely find me at the beach than in the snow. I've used Airbnb all over - my favorite stay was a chic flat in the Marais neighborhood in Paris ;)","San Francisco, California, United States",Inner Richmond,3,1.5,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,$325.00 ,,,$0.00 ,$95.00 ,1
